s;w
17253;137
17254;170
17255;171
17256;154
17257;164
17258;144
17259;127
17260;139
17261;139
17262;164
17263;169
17264;180
17265;134
17266;88
17267;191
17268;121
17269;98
17270;199
17271;111
17272;120
17273;138
17274;113
17275;189
17276;125
17277;152
17278;152
17279;104
17280;132
17281;162
17282;149
17283;147
17284;120
17285;107
17286;136
17287;120
17288;129
17289;128
17290;168
17291;170
17292;153
17293;131
17294;158
17295;146
17296;126
17297;202
17298;146
17299;132
17300;189
17301;206
17302;188
17303;151
17304;128
17305;94
17306;130
17307;139
17308;128
17309;154
17310;165
17311;125
17312;165
17313;149
17314;137
17315;183
17316;192
17317;153
17318;127
17319;140
17320;168
17321;149
17322;119
17323;127
17324;133
17325;144
17326;139
17327;139
17328;144
17329;135
17330;166
17331;163
17332;165
17333;164
17334;152
17335;127
17336;157
17337;188
17338;141
17339;121
17340;151
17341;175
17342;137
17343;116
17344;156
17345;141
17346;163
17347;183
17348;143
17349;129
17350;136
17351;182
17352;182
17353;139
17354;136
17355;144
17356;164
17357;129
17358;114
17359;142
17360;160
17361;160
17362;119
17363;119
17364;144
17365;139
17366;149
17367;131
17368;146
17369;150
17370;157
17371;144
17372;149
17373;164
17374;153
17375;175
17376;154
17377;172
17378;153
17379;221
17380;219
17381;211
17382;221
17383;174
17384;239
17385;252
17386;223
17387;205
17388;205
17389;102
17390;244
17391;260
17392;274
17393;261
17394;217
17395;230
17396;209
17397;137
17398;117
17399;189
17400;178
17401;177
17402;128
17403;213
17404;160
17405;116
17406;176
17407;176
17408;127
17409;133
17410;207
17411;207
17412;153
17413;175
17414;155
17415;169
17416;153
17417;186
17418;137
17419;161
17420;198
17421;204
17422;204
17423;192
17424;203
17425;180
17426;200
17427;275
17428;245
17429;198
17430;191
17431;221
17432;177
17433;208
17434;184
17435;213
17436;182
17437;199
17438;213
17439;164
17440;205
17441;204
17442;195
17443;203
17444;195
17445;180
17446;180
17447;221
17448;155
17449;187
17450;187
17451;178
17452;213
17453;177
17454;178
17455;178
17456;178
17457;131
17458;202
17459;150
17460;143
17461;196
17462;190
17463;135
17464;145
17465;196
17466;163
17467;214
17468;202
17469;161
17470;161
17471;207
17472;138
17473;206
17474;180
17475;175
17476;201
17477;169
17478;141
17479;182
17480;175
17481;157
17482;197
17483;174
17484;131
17485;154
17486;164
17487;177
17488;204
17489;176
17490;119
17491;186
17492;159
17493;247
17494;114
17495;92
17496;182
17497;139
17498;132
17499;167
17500;163
17501;179
17502;164
17503;164
17504;148
17505;178
17506;119
17507;167
17508;190
17509;182
17510;183
17511;187
17512;141
17513;137
17514;187
17515;163
17516;117
17517;154
17518;121
17519;121
17520;97
17521;145
17522;118
17523;111
17524;139
17525;135
17526;195
17527;122
17528;68
17529;85
17530;97
17531;77
17532;49
17533;38
17534;55
17535;57
17536;125
17537;70
17538;68
17539;153
17540;92
17541;149
17542;95
17543;114
17544;81
17545;107
17546;70
17547;97
17548;196
17549;121
17550;115
17551;191
17552;121
17553;91
17554;109
17555;158
17556;194
17557;119
17558;187
17559;109
17560;220
17561;168
17562;122
17563;190
17564;190
17565;298
17566;206
17567;184
17568;138
17569;197
17570;175
17571;129
17572;122
17573;137
17574;135
17575;208
17576;138
17577;140
17578;153
17579;153
17580;151
17581;223
17582;201
17583;134
17584;134
17585;182
17586;123
17587;158
17588;188
17589;181
17590;175
17591;175
17592;127
17593;107
17594;131
17595;206
17596;186
17597;186
17598;180
17599;152
17600;207
17601;207
17602;235
17603;200
17604;171
17605;207
17606;168
17607;188
17608;167
17609;129
17610;178
17611;218
17612;151
17613;216
17614;160
17615;151
17616;132
17617;127
17618;162
17619;163
17620;172
17621;156
17622;141
17623;167
17624;194
17625;136
17626;144
17627;141
17628;166
17629;154
17630;213
17631;234
17632;127
17633;125
17634;183
17635;183
17636;125
17637;191
17638;169
17639;132
17640;139
17641;193
17642;144
17643;151
17644;190
17645;193
17646;133
17647;111
17648;176
17649;144
17650;124
17651;170
17652;219
17653;171
17654;120
17655;163
17656;179
17657;122
17658;192
17659;140
17660;124
17661;173
17662;143
17663;156
17664;156
17665;180
17666;137
17667;169
17668;185
17669;145
17670;149
17671;151
17672;122
17673;122
17674;170
17675;136
17676;140
17677;120
17678;166
17679;142
17680;129
17681;144
17682;155
17683;167
17684;126
17685;205
17686;135
17687;147
17688;174
17689;178
17690;135
17691;160
17692;160
17693;169
17694;169
17695;161
17696;117
17697;175
17698;133
17699;114
17700;164
17701;199
17702;159
17703;181
17704;165
17705;146
17706;148
17707;215
17708;158
17709;151
17710;158
17711;168
17712;167
17713;134
17714;134
17715;188
17716;188
17717;118
17718;183
17719;193
17720;193
17721;223
17722;164
17723;164
17724;169
17725;239
17726;174
17727;174
17728;150
17729;177
17730;157
17731;157
17732;194
17733;140
17734;174
17735;174
17736;158
17737;213
17738;189
17739;140
17740;159
17741;159
17742;151
17743;177
17744;150
17745;150
17746;138
17747;138
17748;117
17749;100
17750;100
17751;127
17752;125
17753;101
17754;108
17755;171
17756;102
17757;131
17758;133
17759;140
17760;119
17761;144
17762;90
17763;92
17764;115
17765;107
17766;113
17767;125
17768;130
17769;100
17770;156
17771;108
17772;120
17773;106
17774;73
17775;117
17776;102
17777;98
17778;172
17779;108
17780;111
17781;96
17782;63
17783;63
17784;82
17785;73
17786;71
17787;145
17788;104
17789;84
17790;108
17791;133
17792;102
17793;97
17794;70
17795;94
17796;127
17797;189
17798;151
17799;162
17800;195
17801;260
17802;129
17803;129
17804;83
17805;92
17806;181
17807;73
17808;74
17809;84
17810;151
17811;198
17812;106
17813;76
17814;84
17815;82
17816;70
17817;78
17818;91
17819;91
17820;75
17821;86
17822;86
17823;76
17824;64
17825;83
17826;70
17827;84
17828;73
17829;92
17830;86
17831;85
17832;93
17833;129
17834;112
17835;190
17836;151
17837;145
17838;86
17839;120
17840;135
17841;161
17842;122
17843;118
17844;99
17845;113
17846;131
17847;121
17848;113
17849;176
17850;193
17851;124
17852;104
17853;149
17854;139
17855;134
17856;175
17857;121
17858;139
17859;115
17860;148
17861;88
17862;91
17863;144
17864;143
17865;124
17866;119
17867;166
17868;114
17869;142
17870;168
17871;195
17872;155
17873;96
17874;96
17875;104
17876;126
17877;138
17878;138
17879;121
17880;101
17881;137
17882;145
17883;129
17884;126
17885;157
17886;111
17887;153
17888;153
17889;132
17890;129
17891;123
17892;121
17893;185
17894;155
17895;128
17896;122
17897;167
17898;127
17899;127
17900;132
17901;119
17902;111
17903;149
17904;188
17905;188
17906;148
17907;154
17908;157
17909;135
17910;114
17911;177
17912;115
17913;118
17914;174
17915;138
17916;132
17917;119
17918;94
17919;141
17920;140
17921;129
17922;112
17923;111
17924;127
17925;147
17926;145
17927;171
17928;193
17929;148
17930;154
17931;196
17932;189
17933;190
17934;146
17935;122
17936;163
17937;117
17938;184
17939;107
17940;153
17941;151
17942;109
17943;126
17944;165
17945;146
17946;150
17947;125
17948;133
17949;166
17950;133
17951;141
17952;149
17953;166
17954;179
17955;145
17956;120
17957;131
17958;127
17959;108
17960;155
17961;158
17962;128
17963;128
17964;170
17965;144
17966;107
17967;110
17968;144
17969;151
17970;120
17971;182
17972;139
17973;154
17974;136
17975;136
17976;170
17977;153
17978;117
17979;117
17980;180
17981;169
17982;124
17983;190
17984;150
17985;121
17986;168
17987;123
17988;139
17989;140
17990;155
17991;155
17992;173
17993;111
17994;135
17995;189
17996;135
17997;103
17998;143
17999;171
18000;157
18001;157
18002;115
18003;143
18004;180
18005;126
18006;125
18007;117
18008;169
18009;135
18010;135
18011;136
18012;156
18013;99
18014;129
18015;129
18016;148
18017;146
18018;146
18019;164
18020;151
18021;186
18022;186
18023;130
18024;127
18025;127
18026;218
18027;121
18028;110
18029;122
18030;172
18031;143
18032;120
18033;164
18034;133
18035;119
18036;143
18037;94
18038;136
18039;120
18040;128
18041;122
18042;177
18043;131
18044;123
18045;123
18046;102
18047;116
18048;124
18049;131
18050;150
18051;140
18052;117
18053;147
18054;201
18055;155
18056;135
18057;151
18058;132
18059;124
18060;132
18061;147
18062;195
18063;152
18064;129
18065;129
18066;214
18067;155
18068;139
18069;187
18070;141
18071;192
18072;216
18073;229
18074;246
18075;232
18076;271
18077;216
18078;238
18079;191
18080;221
18081;144
18082;121
18083;124
18084;164
18085;209
18086;163
18087;182
18088;182
18089;146
18090;173
18091;103
18092;209
18093;204
18094;121
18095;201
18096;201
18097;113
18098;143
18099;169
18100;123
18101;169
18102;151
18103;164
18104;174
18105;163
18106;137
18107;179
18108;173
18109;143
18110;140
18111;147
18112;198
18113;185
18114;125
18115;117
18116;185
18117;118
18118;123
18119;160
18120;137
18121;190
18122;117
18123;131
18124;148
18125;171
18126;139
18127;130
18128;185
18129;133
18130;151
18131;194
18132;154
18133;111
18134;154
18135;153
18136;100
18137;102
18138;137
18139;140
18140;155
18141;141
18142;148
18143;163
18144;145
18145;115
18146;136
18147;167
18148;145
18149;139
18150;140
18151;207
18152;169
18153;112
18154;196
18155;124
18156;99
18157;127
18158;168
18159;163
18160;170
18161;149
18162;164
18163;201
18164;163
18165;203
18166;157
18167;157
18168;138
18169;149
18170;158
18171;161
18172;154
18173;164
18174;164
18175;203
18176;136
18177;182
18178;152
18179;152
18180;155
18181;210
18182;125
18183;132
18184;131
18185;180
18186;174
18187;152
18188;127
18189;131
18190;180
18191;157
18192;133
18193;117
18194;174
18195;148
18196;122
18197;167
18198;165
18199;142
18200;123
18201;166
18202;129
18203;137
18204;168
18205;103
18206;143
18207;129
18208;171
18209;131
18210;120
18211;153
18212;224
18213;186
18214;140
18215;105
18216;130
18217;164
18218;117
18219;122
18220;148
18221;148
18222;127
18223;208
18224;130
18225;194
18226;148
18227;119
18228;155
18229;150
18230;131
18231;123
18232;197
18233;127
18234;226
18235;122
18236;142
18237;142
18238;163
18239;163
18240;143
18241;135
18242;133
18243;170
18244;169
18245;138
18246;142
18247;144
18248;117
18249;215
18250;156
18251;150
18252;136
18253;131
18254;194
18255;196
18256;125
18257;101
18258;150
18259;199
18260;128
18261;145
18262;132
18263;191
18264;212
18265;167
18266;167
18267;136
18268;120
18269;140
18270;139
18271;211
18272;186
18273;144
18274;125
18275;127
18276;123
18277;124
18278;178
18279;138
18280;150
18281;216
18282;129
18283;175
18284;212
18285;181
18286;113
18287;191
18288;178
18289;125
18290;164
18291;169
18292;87
18293;121
18294;115
18295;161
18296;158
18297;94
18298;208
18299;174
18300;126
18301;129
18302;120
18303;135
18304;127
18305;124
18306;192
18307;195
18308;171
18309;133
18310;122
18311;120
18312;130
18313;174
18314;169
18315;133
18316;133
18317;119
18318;116
18319;116
18320;114
18321;157
18322;82
18323;50
18324;127
18325;121
18326;93
18327;119
18328;174
18329;216
18330;157
18331;238
18332;184
18333;138
18334;207
18335;134
18336;143
18337;176
18338;140
18339;140
18340;200
18341;116
18342;101
18343;77
18344;44
18345;26
18346;26
18347;141
18348;186
18349;182
18350;166
18351;218
18352;164
18353;187
18354;150
18355;125
18356;153
18357;172
18358;156
18359;193
18360;193
18361;100
18362;146
18363;92
18364;174
18365;131
18366;159
18367;129
18368;150
18369;162
18370;153
18371;169
18372;169
18373;143
18374;191
18375;142
18376;134
18377;99
18378;134
18379;139
18380;111
18381;113
18382;121
18383;180
18384;104
18385;91
18386;159
18387;158
18388;110
18389;133
18390;109
18391;93
18392;138
18393;113
18394;145
18395;145
18396;121
18397;111
18398;126
18399;154
18400;119
18401;143
18402;116
18403;143
18404;150
18405;175
18406;161
18407;220
18408;215
18409;137
18410;109
18411;144
18412;114
18413;144
18414;172
18415;146
18416;63
18417;99
18418;179
18419;187
18420;154
18421;133
18422;136
18423;154
18424;154
18425;166
18426;179
18427;226
18428;134
18429;224
18430;147
18431;119
18432;136
18433;109
18434;29
18435;112
18436;145
18437;177
18438;166
18439;150
18440;118
18441;118
18442;185
18443;192
18444;148
18445;170
18446;202
18447;175
18448;159
18449;178
18450;124
18451;128
18452;174
18453;143
18454;124
18455;71
18456;173
18457;180
18458;148
18459;167
18460;228
18461;208
18462;165
18463;188
18464;185
18465;168
18466;186
18467;156
18468;143
18469;213
18470;145
18471;131
18472;151
18473;161
18474;143
18475;112
18476;150
18477;172
18478;129
18479;107
18480;150
18481;157
18482;138
18483;138
18484;129
18485;126
18486;115
18487;161
18488;136
18489;134
18490;122
18491;174
18492;132
18493;113
18494;51
18495;21
18496;79
18497;121
18498;136
18499;153
18500;193
18501;196
18502;196
18503;167
18504;127
18505;127
18506;144
18507;130
18508;128
18509;138
18510;168
18511;119
18512;122
18513;144
18514;141
18515;145
18516;164
18517;134
18518;153
18519;178
18520;119
18521;117
18522;139
18523;148
18524;144
18525;234
18526;160
18527;123
18528;160
18529;153
18530;169
18531;169
18532;158
18533;133
18534;138
18535;203
18536;188
18537;141
18538;196
18539;184
18540;101
18541;152
18542;134
18543;146
18544;151
18545;151
18546;101
18547;101
18548;140
18549;27
18550;27
18551;125
18552;138
18553;180
18554;212
18555;328
18556;249
18557;175
18558;170
18559;141
18560;147
18561;134
18562;174
18563;144
18564;165
18565;189
18566;184
18567;153
18568;190
18569;209
18570;139
18571;119
18572;153
18573;153
18574;146
18575;139
18576;179
18577;152
18578;152
